config,lut,ff,bram,dsp,latency,fits
"bram(8, 10)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(9, 8)_dsp13",18199.988173163718,5005.638779957202,0.0,49.308068459657704,5,False
"bram(8, 7)_dsp-",18308.587064433035,5292.336638195433,2.5,0.0,7,False
"bram(5, 8)_dsp-",18396.151501758068,5307.5131369472165,3.5,0.0,8,False
"bram(4, 8)_dsp-",18396.151501758068,5307.5131369472165,3.5,0.0,8,False
"bram(6, 8)_dsp-",18398.862008846376,5307.099232435805,3.0,0.0,8,False
"bram(7, 8)_dsp-",18404.584190477242,5294.4061607524945,2.5,0.0,8,False
"bram(8, 8)_dsp15",18414.727359709723,5266.398622146931,1.0,2.293398533007335,7,False
"bram(8, 8)_dsp-",18451.566313341234,5266.398622146931,1.0,0.0,7,False
"bram(9, 6)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(8, 10)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(10, 6)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(10, 8)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(9, 8)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(9, 10)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(10, 10)_dsp15",18486.104046368477,5005.638779957202,0.0,2.293398533007335,5,False
"bram(10, 8)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 7)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 6)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(7, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
bram-_dsp-,18522.94299999999,4983.011999999999,0.0,0.0,5,False
"bram(7, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(6, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(6, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(4, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(4, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(5, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(5, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(8, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(8, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 4)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 5)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 6)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 7)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 8)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 9)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(9, 10)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 4)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
"bram(10, 5)_dsp-",18522.94299999999,5005.638779957202,0.0,0.0,5,False
